,model_a,model_b,sum,diff,total,accA,accB,"corr(A,B)",std_signtest,std(E(A-B)),E(std(A-B)),std(A-B),pvalue,benchmark_id
109,Mixtral-8x22B-v0.1,Qwen1.5-0.5B,1405.0,1327.0,3610.0,0.4218836565096953,0.054293628808864264,0.18394508492804443,0.01038319380276527,0.008389319278694992,0.0,0.008389319278694993,0.0,nq
110,Mixtral-8x22B-v0.1,Qwen1.5-1.8B,1291.0,1159.0,3610.0,0.4218836565096953,0.10083102493074793,0.2690553081062334,0.009953043890981542,0.008397053570572273,0.0,0.008397053570572275,3.519405990530175e-277,nq
111,Mixtral-8x22B-v0.1,Qwen1.5-110B,476.0,20.0,3610.0,0.4218836565096953,0.41634349030470913,0.7292568981372528,0.006043607819742778,0.006042904363008616,0.0,0.006042904363008616,0.3838490080225194,nq
112,Mixtral-8x22B-v0.1,Qwen1.5-14B,908.0,672.0,3610.0,0.4218836565096953,0.23573407202216065,0.49419722052403453,0.008347102035079981,0.007750826564830729,0.0,0.007750826564830728,9.229609845535155e-123,nq
113,Mixtral-8x22B-v0.1,Qwen1.5-32B,668.0,416.0,3610.0,0.4218836565096953,0.30664819944598337,0.6252210768667179,0.007159472566936336,0.00689779644210718,0.0,0.006897796442107181,2.5087748138186962e-62,nq
114,Mixtral-8x22B-v0.1,Qwen1.5-4B,1127.0,953.0,3610.0,0.4218836565096953,0.15789473684210525,0.3730617091041848,0.009299396305592532,0.008195975905103571,0.0,0.008195975905103571,6.189634496919562e-208,nq
115,Mixtral-8x22B-v0.1,Qwen1.5-72B,579.0,227.0,3610.0,0.4218836565096953,0.3590027700831025,0.6702663421259033,0.006665489980895271,0.006582815825958652,0.0,0.006582815825958652,1.7798900004051484e-21,nq
116,Mixtral-8x22B-v0.1,Qwen1.5-7B,1031.0,833.0,3610.0,0.4218836565096953,0.19113573407202217,0.42781590019742544,0.008894512109696578,0.008022664642506951,0.0,0.008022664642506951,1.6541156133306496e-170,nq
117,Mixtral-8x22B-v0.1,dbrx-base,740.0,-240.0,3610.0,0.4218836565096953,0.4883656509695291,0.5938434120168025,0.007535440725061188,0.007453759467081753,0.0,0.0074537594670817525,7.706355787662561e-19,nq
118,Mixtral-8x22B-v0.1,deepseek-llm-67b-base,479.0,163.0,3610.0,0.4218836565096953,0.3767313019390582,0.7272097137274379,0.006062622888708944,0.006015866497783503,0.0,0.006015866497783503,7.763361060203952e-14,nq
119,Mixtral-8x22B-v0.1,deepseek-llm-7b-base,964.0,726.0,3610.0,0.4218836565096953,0.22077562326869807,0.46216985015590883,0.00860065080125209,0.00792260991941765,0.0,0.00792260991941765,1.7042359798574875e-135,nq
120,Mixtral-8x22B-v0.1,deepseek-moe-16b-base,811.0,557.0,3610.0,0.4218836565096953,0.267590027700831,0.546660465183109,0.007888659759500356,0.007458977667562924,0.0,0.0074589776675629245,4.951256527652171e-93,nq
